review_order,question_id,job_id,content_id,core_content_code,title,source_label,topic,topic_group,domain
115,EMS2026-4-2-1-5-01,JOB-4-2-1-5-01,4.2.1.5,4.2.1.5,Mass Gathering Escalation Risk,legacy_locked_priority_superset_100,MCI preparedness within mass gathering,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
116,EMS2026-2-1-2-2-3-01,JOB-2-1-2-2-3-01,2.1.2.2.3,2.1.2.2.3,Direct Laryngoscopy Blade Technique,legacy_locked_priority_superset_100,Direct laryngoscopy,,CLINICAL ASPECTS OF EMS MEDICINE
117,EMS2026-2-2-5-1-1-03,JOB-2-2-5-1-1-03,2.2.5.1.1,2.2.5.1.1,Improvised Splint Construction,legacy_locked_priority_superset_100,"Splinting, including use of nontraditional materials",,CLINICAL ASPECTS OF EMS MEDICINE
118,EMS2026-2-3-11-1-3-04,JOB-2-3-11-1-3-04,2.3.11.1.3,2.3.11.1.3,Measles Precautions,legacy_locked_priority_superset_100,"Airborne (e.g., measles, COVID-19, varicella, tuberculosis)",,CLINICAL ASPECTS OF EMS MEDICINE
119,EMS2026-1-4-4-2-04,JOB-1-4-4-2-04,1.4.4.2,1.4.4.2,Trauma Overtriage Tradeoff,legacy_locked_priority_superset_100,Field triage to appropriate destination,,MEDICAL OVERSIGHT OF EMS
120,EMS2026-2-3-6-2-03,JOB-2-3-6-2-03,2.3.6.2,2.3.6.2,Hyperkalemia With ECG Changes,paramedic_next_action_50,Evaluation and treatment of hyperkalemia,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
121,EMS2026-4-1-3-3-02,JOB-4-1-3-3-02,4.1.3.3,4.1.3.3,EMS Branch Span Of Control,legacy_locked_priority_superset_100,Regional resource allocation and management,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
122,EMS2026-2-3-8-6-05,JOB-2-3-8-6-05,2.3.8.6,2.3.8.6,Envenomation Destination Planning,legacy_locked_priority_superset_100,"Bites, stings, and envenomation",,CLINICAL ASPECTS OF EMS MEDICINE
123,EMS2026-4-1-8-4-04,JOB-4-1-8-4-04,4.1.8.4,4.1.8.4,Radiological Contamination and Lifesaving Care,legacy_locked_priority_superset_100,Radiological incidents,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
124,EMS2026-4-7-3-05,JOB-4-7-3-05,4.7.3,4.7.3,Point-Of-Care Testing In Mobile Integrated Health,legacy_locked_priority_superset_100,"Resources (e.g., equipment, medications, or point-of-care testing)",,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
125,EMS2026-3-2-1-2-07,JOB-3-2-1-2-07,3.2.1.2,3.2.1.2,IRB Review For Emergency Research,legacy_locked_priority_superset_100,Role of the Institutional Review Board,,QUALITY MANAGEMENT AND RESEARCH
126,EMS2026-2-3-7-1-2-02,JOB-2-3-7-1-2-02,2.3.7.1.2,2.3.7.1.2,Eclamptic Seizure Priorities,paramedic_next_action_50,Preeclampsia and eclampsia,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
127,EMS2026-1-2-7-11,JOB-1-2-7-11,1.2.7,1.2.7,Diversion Rule With Time-Critical Exceptions,legacy_locked_priority_superset_100,Regionalization of Care,,MEDICAL OVERSIGHT OF EMS
128,EMS2026-3-1-4-1-04,JOB-3-1-4-1-04,3.1.4.1,3.1.4.1,Utstein Cardiac Arrest Dataset,legacy_locked_priority_superset_100,"Local, state, and national EMS data sources (including registries and databases)",,QUALITY MANAGEMENT AND RESEARCH
129,EMS2026-3-1-2-1-08,JOB-3-1-2-1-08,3.1.2.1,3.1.2.1,Nonconveyance Oversight,legacy_locked_priority_superset_100,Clinical decision making,,QUALITY MANAGEMENT AND RESEARCH
130,EMS2026-4-4-6-1-05,JOB-4-4-6-1-05,4.4.6.1,4.4.6.1,Tactical Medical Threat Assessment,legacy_locked_priority_superset_100,Medical threat assessment,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
131,EMS2026-1-1-2-1-02,JOB-1-1-2-1-02,1.1.2.1,1.1.2.1,Public Duty Versus Special Duty,legacy_locked_priority_superset_100,Definition of a patient,,MEDICAL OVERSIGHT OF EMS
132,EMS2026-2-3-7-1-4-02,JOB-2-3-7-1-4-02,2.3.7.1.4,2.3.7.1.4,Placenta Previa Exam Avoidance,paramedic_next_action_50,Placenta previa,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
133,EMS2026-1-2-5-6-03,JOB-1-2-5-6-03,1.2.5.6,1.2.5.6,Interfacility Transport Responsibility,legacy_locked_priority_superset_100,Inter-facility transport,,MEDICAL OVERSIGHT OF EMS
134,EMS2026-4-5-1-2-03,JOB-4-5-1-2-03,4.5.1.2,4.5.1.2,Confined-Space Atmospheric Testing,legacy_locked_priority_superset_100,Confined space rescue,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
135,EMS2026-1-4-6-1-03,JOB-1-4-6-1-03,1.4.6.1,1.4.6.1,"Emergency Triage, Treat, And Transport Model",legacy_locked_priority_superset_100,Alternative destinations,,MEDICAL OVERSIGHT OF EMS
136,EMS2026-1-1-2-4-2-03,JOB-1-1-2-4-2-03,1.1.2.4.2,1.1.2.4.2,Capacity Defect In A Refusal,legacy_locked_priority_superset_100,Difference between capacity and competence,,MEDICAL OVERSIGHT OF EMS
137,EMS2026-1-1-2-1-06,JOB-1-1-2-1-06,1.1.2.1,1.1.2.1,Capacity Versus Competence,legacy_locked_priority_superset_100,Definition of a patient,,MEDICAL OVERSIGHT OF EMS
138,EMS2026-2-3-7-3-2-02,JOB-2-3-7-3-2-02,2.3.7.3.2,2.3.7.3.2,Shoulder Dystocia First Maneuver,paramedic_next_action_50,Shoulder dystocia,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
139,EMS2026-2-4-6-1-05,JOB-2-4-6-1-05,2.4.6.1,2.4.6.1,Geriatric Trauma Packaging,legacy_locked_priority_superset_100,"Geriatric trauma (e.g., falls)",,CLINICAL ASPECTS OF EMS MEDICINE
140,EMS2026-2-3-2-1-3-02,JOB-2-3-2-1-3-02,2.3.2.1.3,2.3.2.1.3,STEMI Reperfusion Strategy At The Margin,legacy_locked_priority_superset_100,Prehospital administration of thrombolytics for STEMI,,CLINICAL ASPECTS OF EMS MEDICINE
141,EMS2026-2-3-11-6-2-02,JOB-2-3-11-6-2-02,2.3.11.6.2,2.3.11.6.2,Meningococcal Exposure Follow-Up,legacy_locked_priority_superset_100,Infection control liaison between hospital and EMS agency,,CLINICAL ASPECTS OF EMS MEDICINE
142,EMS2026-2-1-2-2-1-03,JOB-2-1-2-2-1-03,2.1.2.2.1,2.1.2.2.1,Continuous Tube Confirmation,legacy_locked_priority_superset_100,Devices for securing airway,,CLINICAL ASPECTS OF EMS MEDICINE
143,EMS2026-2-3-10-2-05,JOB-2-3-10-2-05,2.3.10.2,2.3.10.2,Septic Shock Perfusion Target,legacy_locked_priority_superset_100,"Management (e.g., care bundles)",,CLINICAL ASPECTS OF EMS MEDICINE
144,EMS2026-2-3-7-3-6-02,JOB-2-3-7-3-6-02,2.3.7.3.6,2.3.7.3.6,Neonatal Positive-Pressure Ventilation,paramedic_next_action_50,Neonatal resuscitation,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
145,EMS2026-2-3-2-2-2-01,JOB-2-3-2-2-2-01,2.3.2.2.2,2.3.2.2.2,Severe Cardiogenic Pulmonary Edema,legacy_locked_priority_superset_100,Heart failure management,,CLINICAL ASPECTS OF EMS MEDICINE
146,EMS2026-4-1-4-1-03,JOB-4-1-4-1-03,4.1.4.1,4.1.4.1,Stafford Act Disaster Declaration,legacy_locked_priority_superset_100,State and federal criteria for disaster declaration,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
147,EMS2026-2-2-1-3-03,JOB-2-2-1-3-03,2.2.1.3,2.2.1.3,Unstable Pelvis Field Triage,legacy_locked_priority_superset_100,Field trauma triage criteria,,CLINICAL ASPECTS OF EMS MEDICINE
148,EMS2026-1-3-4-4-04,JOB-1-3-4-4-04,1.3.4.4,1.3.4.4,Immediate Stress Intervention,legacy_locked_priority_superset_100,Prevention and intervention for psychologically stressful events,,MEDICAL OVERSIGHT OF EMS
149,EMS2026-2-2-1-5-05,JOB-2-2-1-5-05,2.2.1.5,2.2.1.5,Anticoagulants Without Losing Hemorrhage Priorities,legacy_locked_priority_superset_100,Control of life-threatening hemorrhage,,CLINICAL ASPECTS OF EMS MEDICINE
150,EMS2026-2-3-8-3-01,JOB-2-3-8-3-01,2.3.8.3,2.3.8.3,Ventilation Before Naloxone,paramedic_next_action_50,Treatment with antidotes,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
151,EMS2026-1-3-1-1-01,JOB-1-3-1-1-01,1.3.1.1,1.3.1.1,Scope of Practice Authority,legacy_locked_priority_superset_100,State vs. national,,MEDICAL OVERSIGHT OF EMS
152,EMS2026-1-2-5-8-06,JOB-1-2-5-8-06,1.2.5.8,1.2.5.8,Burn Transport Airway Before Departure,legacy_locked_priority_superset_100,Critical care and specialty care transport,,MEDICAL OVERSIGHT OF EMS
153,EMS2026-2-1-3-2-02,JOB-2-1-3-2-02,2.1.3.2,2.1.3.2,Anaphylactic Shock Without Rash,legacy_locked_priority_superset_100,Management of hypotension and shock,,CLINICAL ASPECTS OF EMS MEDICINE
154,EMS2026-2-4-9-1-05,JOB-2-4-9-1-05,2.4.9.1,2.4.9.1,Quarantine And Family Accompaniment,legacy_locked_priority_superset_100,Social isolation,,CLINICAL ASPECTS OF EMS MEDICINE
155,EMS2026-2-3-10-2-01,JOB-2-3-10-2-01,2.3.10.2,2.3.10.2,Prehospital Antibiotics in Septic Shock,legacy_locked_priority_superset_100,"Management (e.g., care bundles)",,CLINICAL ASPECTS OF EMS MEDICINE
156,EMS2026-2-3-8-2-5-03,JOB-2-3-8-2-5-03,2.3.8.2.5,2.3.8.2.5,Atropine Endpoint In Organophosphate Poisoning,paramedic_next_action_50,Organophosphates,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
157,EMS2026-2-4-5-1-04,JOB-2-4-5-1-04,2.4.5.1,2.4.5.1,Pediatric Airway Program Threshold,legacy_locked_priority_superset_100,Pediatric airway management,,CLINICAL ASPECTS OF EMS MEDICINE
158,EMS2026-3-1-2-3-06,JOB-3-1-2-3-06,3.1.2.3,3.1.2.3,Why EMS Adverse Events Are Missed,legacy_locked_priority_superset_100,Adverse events,,QUALITY MANAGEMENT AND RESEARCH
159,EMS2026-1-4-5-05,JOB-1-4-5-05,1.4.5,1.4.5,System Status Management Tradeoff,legacy_locked_priority_superset_100,System Status Management,,MEDICAL OVERSIGHT OF EMS
160,EMS2026-2-3-7-2-2-02,JOB-2-3-7-2-2-02,2.3.7.2.2,2.3.7.2.2,Temporizing High-Risk Delivery,legacy_locked_priority_superset_100,"High-risk delivery of a fetus (e.g., preterm delivery)",,CLINICAL ASPECTS OF EMS MEDICINE
161,EMS2026-1-5-3-05,JOB-1-5-3-05,1.5.3,1.5.3,Repeating Risk Messages,legacy_locked_priority_superset_100,Emergency risk communication,,MEDICAL OVERSIGHT OF EMS
162,EMS2026-2-3-8-5-1-02,JOB-2-3-8-5-1-02,2.3.8.5.1,2.3.8.5.1,Toxicologic Seizure Treatment,paramedic_next_action_50,Treatment of suspected overdose,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
163,EMS2026-2-3-1-3-01,JOB-2-3-1-3-01,2.3.1.3,2.3.1.3,Oxygen Targeting Instead Of Comfort Oxygen,legacy_locked_priority_superset_100,Management of respiratory distress or shortness of breath,,CLINICAL ASPECTS OF EMS MEDICINE
164,EMS2026-3-2-3-2-07,JOB-3-2-3-2-07,3.2.3.2,3.2.3.2,Sensitivity And Specificity,legacy_locked_priority_superset_100,Statistical tests,,QUALITY MANAGEMENT AND RESEARCH
165,EMS2026-1-5-3-08,JOB-1-5-3-08,1.5.3,1.5.3,Avoiding Overreassurance,legacy_locked_priority_superset_100,Emergency risk communication,,MEDICAL OVERSIGHT OF EMS
166,EMS2026-1-3-1-1-07,JOB-1-3-1-1-07,1.3.1.1,1.3.1.1,EMS Compact Authority,legacy_locked_priority_superset_100,State vs. national,,MEDICAL OVERSIGHT OF EMS
167,EMS2026-2-3-6-2-01,JOB-2-3-6-2-01,2.3.6.2,2.3.6.2,Missed Dialysis With Wide-Complex Bradycardia,legacy_locked_priority_superset_100,Evaluation and treatment of hyperkalemia,,CLINICAL ASPECTS OF EMS MEDICINE
168,EMS2026-2-3-10-1-03,JOB-2-3-10-1-03,2.3.10.1,2.3.10.1,Recognizing Prehospital Septic Shock,paramedic_next_action_50,Early recognition,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
169,EMS2026-1-4-6-2-03,JOB-1-4-6-2-03,1.4.6.2,1.4.6.2,MIH Treatment-in-Place Design,legacy_locked_priority_superset_100,Treatment in place,,MEDICAL OVERSIGHT OF EMS
170,EMS2026-1-5-1-09,JOB-1-5-1-09,1.5.1,1.5.1,Risk Communication Without Repeating Rumor,legacy_locked_priority_superset_100,Public information and interacting with the media,,MEDICAL OVERSIGHT OF EMS
171,EMS2026-2-1-3-4-01,JOB-2-1-3-4-01,2.1.3.4,2.1.3.4,Blood Product Program Readiness,legacy_locked_priority_superset_100,Blood product transfusion,,CLINICAL ASPECTS OF EMS MEDICINE
172,EMS2026-1-4-4-2-03,JOB-1-4-4-2-03,1.4.4.2,1.4.4.2,Field Activation As Simultaneous Processing,legacy_locked_priority_superset_100,Field triage to appropriate destination,,MEDICAL OVERSIGHT OF EMS
173,EMS2026-4-4-6-1-02,JOB-4-4-6-1-02,4.4.6.1,4.4.6.1,Tactical Medical Threat Across Mission Phases,legacy_locked_priority_superset_100,Medical threat assessment,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
174,EMS2026-2-3-10-2-03,JOB-2-3-10-2-03,2.3.10.2,2.3.10.2,Oxygenation In Septic Shock,paramedic_next_action_50,"Management (e.g., care bundles)",MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
175,EMS2026-3-2-4-3-02,JOB-3-2-4-3-02,3.2.4.3,3.2.4.3,Outcome Measure That Matters,legacy_locked_priority_superset_100,Outcome measures,,QUALITY MANAGEMENT AND RESEARCH
176,EMS2026-4-1-4-2-06,JOB-4-1-4-2-06,4.1.4.2,4.1.4.2,Mutual Aid and Self-Deployment,legacy_locked_priority_superset_100,State emergency mutual aid compacts,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
177,EMS2026-1-3-4-3-03,JOB-1-3-4-3-03,1.3.4.3,1.3.4.3,Sleepiness Scale Interpretation,legacy_locked_priority_superset_100,Disordered sleep and work schedule,,MEDICAL OVERSIGHT OF EMS
178,EMS2026-3-2-3-1-08,JOB-3-2-3-1-08,3.2.3.1,3.2.3.1,Confidence Interval Interpretation,legacy_locked_priority_superset_100,Hypothesis testing,,QUALITY MANAGEMENT AND RESEARCH
179,EMS2026-2-1-3-3-3-05,JOB-2-1-3-3-3-05,2.1.3.3.3,2.1.3.3.3,Intraosseous Infusion Flow,legacy_locked_priority_superset_100,Placement of intraosseous lines (adult and pediatric),,CLINICAL ASPECTS OF EMS MEDICINE
180,EMS2026-2-3-11-1-3-02,JOB-2-3-11-1-3-02,2.3.11.1.3,2.3.11.1.3,Tuberculosis Airborne Precautions,paramedic_next_action_50,"Airborne (e.g., measles, COVID-19, varicella, tuberculosis)",MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
181,EMS2026-2-1-1-2-06,JOB-2-1-1-2-06,2.1.1.2,2.1.1.2,Refractory Arrest Transport Capability,second50_qi_review,Transport decisions,,CLINICAL ASPECTS OF EMS MEDICINE
182,EMS2026-2-3-13-2-1-02,JOB-2-3-13-2-1-02,2.3.13.2.1,2.3.13.2.1,Heat Exhaustion Versus Heat Stroke,second50_qi_review,Exertional heat stroke,,CLINICAL ASPECTS OF EMS MEDICINE
183,EMS2026-2-1-1-4-04,JOB-2-1-1-4-04,2.1.1.4,2.1.1.4,TOR Family Acceptability,second50_qi_review,Termination of resuscitation in the field,,CLINICAL ASPECTS OF EMS MEDICINE
184,EMS2026-2-1-1-6-03,JOB-2-1-1-6-03,2.1.1.6,2.1.1.6,POLST As Actionable Orders,second50_qi_review,Withholding resuscitation (including determination of death and applying advanced directives),,CLINICAL ASPECTS OF EMS MEDICINE
185,EMS2026-2-3-1-2-05,JOB-2-3-1-2-05,2.3.1.2,2.3.1.2,Capnography For Ventilation Monitoring,second50_qi_review,Use of capnometry and capnography waveforms in diagnosis and management,,CLINICAL ASPECTS OF EMS MEDICINE
186,EMS2026-2-3-11-5-4-4-01,JOB-2-3-11-5-4-4-01,2.3.11.5.4.4,2.3.11.5.4.4,Early Infectious-Disease Notification,paramedic_next_action_50,Alerting public health/receiving facility,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
187,EMS2026-2-3-2-6-1-03,JOB-2-3-2-6-1-03,2.3.2.6.1,2.3.2.6.1,IABP Transport Precheck,second50_qi_review,Intra-aortic balloon pump management,,CLINICAL ASPECTS OF EMS MEDICINE
188,EMS2026-1-1-1-2-3-06,JOB-1-1-1-2-3-06,1.1.1.2.3,1.1.1.2.3,Provider-Initiated Nontransport Oversight,second50_qi_review,Determination of medical necessity in the field,,MEDICAL OVERSIGHT OF EMS
189,EMS2026-2-3-7-3-4-02,JOB-2-3-7-3-4-02,2.3.7.3.4,2.3.7.3.4,Uterine Atony Recognition,second50_qi_review,Post-partum hemorrhage,,CLINICAL ASPECTS OF EMS MEDICINE
190,EMS2026-4-7-6-2-06,JOB-4-7-6-2-06,4.7.6.2,4.7.6.2,In-Home MIH With Transport Backup,second50_qi_review,Patient care navigation,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
191,EMS2026-1-4-4-1-03,JOB-1-4-4-1-03,1.4.4.1,1.4.4.1,Certified Stroke Center With Operational Lapses,second50_qi_review,Specialty hospital designations and patient transport,,MEDICAL OVERSIGHT OF EMS
192,EMS2026-2-3-12-1-1-02,JOB-2-3-12-1-1-02,2.3.12.1.1,2.3.12.1.1,Direct Suicide Risk Questions,paramedic_next_action_50,Mood disorders,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
193,EMS2026-2-2-3-1-01,JOB-2-2-3-1-01,2.2.3.1,2.2.3.1,Spinal Motion Restriction Indication,second50_qi_review,Spinal motion restriction,,CLINICAL ASPECTS OF EMS MEDICINE
194,EMS2026-2-3-11-6-2-01,JOB-2-3-11-6-2-01,2.3.11.6.2,2.3.11.6.2,Ryan White Infection Control Structure,second50_qi_review,Infection control liaison between hospital and EMS agency,,CLINICAL ASPECTS OF EMS MEDICINE
195,EMS2026-1-5-1-10,JOB-1-5-1-10,1.5.1,1.5.1,Patient Condition Language,second50_qi_review,Public information and interacting with the media,,MEDICAL OVERSIGHT OF EMS
196,EMS2026-2-3-13-3-1-04,JOB-2-3-13-3-1-04,2.3.13.3.1,2.3.13.3.1,High-Altitude Cerebral Edema Temporizing Medication,second50_qi_review,Protection from high altitude injury,,CLINICAL ASPECTS OF EMS MEDICINE
197,EMS2026-1-3-7-04,JOB-1-3-7-04,1.3.7,1.3.7,Workforce Equity Intervention Package,second50_qi_review,Diverse and Inclusive Workforce,,MEDICAL OVERSIGHT OF EMS
198,EMS2026-2-3-12-1-3-02,JOB-2-3-12-1-3-02,2.3.12.1.3,2.3.12.1.3,Panic Mimic Assessment,paramedic_next_action_50,"Anxiety, panic disorder, hyperventilation syndrome",MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
199,EMS2026-4-6-2-2-04,JOB-4-6-2-2-04,4.6.2.2,4.6.2.2,Impaled Object During Wilderness Evacuation,second50_qi_review,Advanced wound care,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
200,EMS2026-4-4-5-2-03,JOB-4-4-5-2-03,4.4.5.2,4.4.5.2,Airway Care Without Light,second50_qi_review,Sensory-deprived or sensory-overload physical assessment,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
201,EMS2026-1-1-1-2-3-01,JOB-1-1-1-2-3-01,1.1.1.2.3,1.1.1.2.3,Ambulance Medical Necessity,second50_qi_review,Determination of medical necessity in the field,,MEDICAL OVERSIGHT OF EMS
202,EMS2026-1-2-2-4-04,JOB-1-2-2-4-04,1.2.2.4,1.2.2.4,EMAC Mutual Aid Function,second50_qi_review,Mutual aid response,,MEDICAL OVERSIGHT OF EMS
203,EMS2026-1-3-6-10,JOB-1-3-6-10,1.3.6,1.3.6,Retention Beyond Pay,second50_qi_review,Recruitment and Retention,,MEDICAL OVERSIGHT OF EMS
204,EMS2026-2-3-12-2-03,JOB-2-3-12-2-03,2.3.12.2,2.3.12.2,Weapon Risk In Suicidal Patient,paramedic_next_action_50,Suicidal ideation,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
205,EMS2026-1-2-5-4-05,JOB-1-2-5-4-05,1.2.5.4,1.2.5.4,Wilderness Protocol Difference,second50_qi_review,Wilderness EMS,,MEDICAL OVERSIGHT OF EMS
206,EMS2026-1-1-1-1-1-07,JOB-1-1-1-1-1-07,1.1.1.1.1,1.1.1.1.1,Physician Field Care Feedback Loop,second50_qi_review,Provision of direct patient care,,MEDICAL OVERSIGHT OF EMS
207,EMS2026-2-1-2-2-6-01,JOB-2-1-2-2-6-01,2.1.2.2.6,2.1.2.2.6,Supraglottic Airway System Role,second50_qi_review,Supraglottic/extraglottic airways,,CLINICAL ASPECTS OF EMS MEDICINE
208,EMS2026-2-2-5-1-3-04,JOB-2-2-5-1-3-04,2.2.5.1.3,2.2.5.1.3,Femoral Shaft Fracture Splint Choice,second50_qi_review,Application of traction devices,,CLINICAL ASPECTS OF EMS MEDICINE
209,EMS2026-2-3-11-6-1-05,JOB-2-3-11-6-1-05,2.3.11.6.1,2.3.11.6.1,Tuberculosis Postexposure Testing Window,second50_qi_review,"Health monitoring, post-exposure prophylaxis, and testing",,CLINICAL ASPECTS OF EMS MEDICINE
210,EMS2026-2-3-12-3-4-02,JOB-2-3-12-3-4-02,2.3.12.3.4,2.3.12.3.4,Agitated Delirium As Medical Emergency,paramedic_next_action_50,Delirium with agitated behavior,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
211,EMS2026-4-1-5-5-02,JOB-4-1-5-5-02,4.1.5.5,4.1.5.5,Strategic Caches And Stockpiles,second50_qi_review,State and federal assets,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
212,EMS2026-4-1-7-1-01,JOB-4-1-7-1-01,4.1.7.1,4.1.7.1,When MCI Triage Is Needed,second50_qi_review,Triage,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
213,EMS2026-1-1-2-3-03,JOB-1-1-2-3-03,1.1.2.3,1.1.2.3,NAEMSP TOR Protocol Support,second50_qi_review,Determination and/or pronouncement of death,,MEDICAL OVERSIGHT OF EMS
214,EMS2026-2-1-1-2-02,JOB-2-1-1-2-02,2.1.1.2,2.1.1.2,Exceptional CPR Transport,second50_qi_review,Transport decisions,,CLINICAL ASPECTS OF EMS MEDICINE
215,EMS2026-1-5-2-10,JOB-1-5-2-10,1.5.2,1.5.2,Special Event Communications Matrix,second50_qi_review,Crisis communication,,MEDICAL OVERSIGHT OF EMS
216,EMS2026-2-3-13-1-1-02,JOB-2-3-13-1-1-02,2.3.13.1.1,2.3.13.1.1,Urban Hypothermia Assessment,paramedic_next_action_50,Hypothermia,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
217,EMS2026-2-2-5-1-3-05,JOB-2-2-5-1-3-05,2.2.5.1.3,2.2.5.1.3,Femoral Fracture Protocol Update,second50_qi_review,Application of traction devices,,CLINICAL ASPECTS OF EMS MEDICINE
218,EMS2026-4-7-2-06,JOB-4-7-2-06,4.7.2,4.7.2,MIH Heart-Failure Education Need,second50_qi_review,Expanded role/scope of practice,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
219,EMS2026-1-5-4-04,JOB-1-5-4-04,1.5.4,1.5.4,PSAP Quality Beyond Answer Time,second50_qi_review,Communication lifecycle,,MEDICAL OVERSIGHT OF EMS
220,EMS2026-2-1-2-1-3-04,JOB-2-1-2-1-3-04,2.1.2.1.3,2.1.2.1.3,BVM Complication And Cricoid Pressure,second50_qi_review,Bag-valve-mask ventilation,,CLINICAL ASPECTS OF EMS MEDICINE
221,EMS2026-4-7-5-03,JOB-4-7-5-03,4.7.5,4.7.5,MIH Competency Evaluation,second50_qi_review,"Personnel education, certification, and credentialing",,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
222,EMS2026-2-3-13-1-3-02,JOB-2-3-13-1-3-02,2.3.13.1.3,2.3.13.1.3,Gentle Handling In Moderate Hypothermia,paramedic_next_action_50,Protection from injury vs. re-warming,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
223,EMS2026-2-3-8-4-05,JOB-2-3-8-4-05,2.3.8.4,2.3.8.4,Caustic Ingestion Oral Exam Trap,second50_qi_review,Caustic substance ingestion (including airway management),,CLINICAL ASPECTS OF EMS MEDICINE
224,EMS2026-1-1-1-2-1-06,JOB-1-1-1-2-1-06,1.1.1.2.1,1.1.1.2.1,Protocol Rollout Quality Loop,second50_qi_review,Development of medical protocols,,MEDICAL OVERSIGHT OF EMS
225,EMS2026-3-2-1-5-03,JOB-3-2-1-5-03,3.2.1.5,3.2.1.5,EFIC Eligibility Boundary,second50_qi_review,Human subjects research and vulnerable populations,,QUALITY MANAGEMENT AND RESEARCH
226,EMS2026-1-1-2-3-06,JOB-1-1-2-3-06,1.1.2.3,1.1.2.3,POLST Across Settings,second50_qi_review,Determination and/or pronouncement of death,,MEDICAL OVERSIGHT OF EMS
227,EMS2026-2-3-2-2-1-02,JOB-2-3-2-2-1-02,2.3.2.2.1,2.3.2.2.1,Volume-Overload Heart Failure Pattern,second50_qi_review,Field identification of heart failure (acute or chronic),,CLINICAL ASPECTS OF EMS MEDICINE
228,EMS2026-2-3-13-2-1-03,JOB-2-3-13-2-1-03,2.3.13.2.1,2.3.13.2.1,Cool First In Exertional Heat Stroke,paramedic_next_action_50,Exertional heat stroke,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
229,EMS2026-1-1-2-2-09,JOB-1-1-2-2-09,1.1.2.2,1.1.2.2,Human Trafficking Training Package,second50_qi_review,Mandatory reporting,,MEDICAL OVERSIGHT OF EMS
230,EMS2026-2-3-7-6-01,JOB-2-3-7-6-01,2.3.7.6,2.3.7.6,Pregnant Trauma Monitoring Destination,second50_qi_review,Trauma in pregnancy,,CLINICAL ASPECTS OF EMS MEDICINE
231,EMS2026-2-2-1-6-01,JOB-2-2-1-6-01,2.2.1.6,2.2.1.6,Open Pneumothorax Dressing Choice,second50_qi_review,Wound care management,,CLINICAL ASPECTS OF EMS MEDICINE
232,EMS2026-3-2-2-08,JOB-3-2-2-08,3.2.2,3.2.2,Cohort Study Direction,second50_qi_review,Epidemiology,,QUALITY MANAGEMENT AND RESEARCH
233,EMS2026-4-1-1-1-03,JOB-4-1-1-1-03,4.1.1.1,4.1.1.1,ESF 8 Scope,second50_qi_review,IS-800,,DISASTER MANAGEMENT AND SPECIAL OPERATIONS
234,EMS2026-2-3-13-4-1-03,JOB-2-3-13-4-1-03,2.3.13.4.1,2.3.13.4.1,Ventilation Priority In Drowning Arrest,paramedic_next_action_50,Initial management in water,MEDICAL EMERGENCIES,CLINICAL ASPECTS OF EMS MEDICINE
