job_id,question_id,content_id,topic,domain,original_job_status,roadmap_candidate_status,status_note
JOB-1-2-5-6-06,EMS2026-1-2-5-6-06,1.2.5.6,Inter-facility transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-6-07,EMS2026-1-2-5-6-07,1.2.5.6,Inter-facility transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-7-01,EMS2026-1-2-5-7-01,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-7-02,EMS2026-1-2-5-7-02,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-7-03,EMS2026-1-2-5-7-03,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-7-04,EMS2026-1-2-5-7-04,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-7-05,EMS2026-1-2-5-7-05,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-7-06,EMS2026-1-2-5-7-06,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-7-07,EMS2026-1-2-5-7-07,1.2.5.7,Military EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-01,EMS2026-1-2-5-8-01,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-02,EMS2026-1-2-5-8-02,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-03,EMS2026-1-2-5-8-03,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-04,EMS2026-1-2-5-8-04,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-05,EMS2026-1-2-5-8-05,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-8-06,EMS2026-1-2-5-8-06,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-8-07,EMS2026-1-2-5-8-07,1.2.5.8,Critical care and specialty care transport,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-01,EMS2026-1-2-5-9-1-01,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-02,EMS2026-1-2-5-9-1-02,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-9-1-03,EMS2026-1-2-5-9-1-03,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-04,EMS2026-1-2-5-9-1-04,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-05,EMS2026-1-2-5-9-1-05,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-06,EMS2026-1-2-5-9-1-06,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-1-07,EMS2026-1-2-5-9-1-07,1.2.5.9.1,Rotor wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-01,EMS2026-1-2-5-9-2-01,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-02,EMS2026-1-2-5-9-2-02,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-9-2-03,EMS2026-1-2-5-9-2-03,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-04,EMS2026-1-2-5-9-2-04,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-05,EMS2026-1-2-5-9-2-05,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-06,EMS2026-1-2-5-9-2-06,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-9-2-07,EMS2026-1-2-5-9-2-07,1.2.5.9.2,Fixed wing,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-01,EMS2026-1-2-5-10-01,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-02,EMS2026-1-2-5-10-02,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-10-03,EMS2026-1-2-5-10-03,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-04,EMS2026-1-2-5-10-04,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-05,EMS2026-1-2-5-10-05,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-06,EMS2026-1-2-5-10-06,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-10-07,EMS2026-1-2-5-10-07,1.2.5.10,Tribal EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-01,EMS2026-1-2-5-11-01,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-02,EMS2026-1-2-5-11-02,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-11-03,EMS2026-1-2-5-11-03,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-04,EMS2026-1-2-5-11-04,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-05,EMS2026-1-2-5-11-05,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-06,EMS2026-1-2-5-11-06,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-11-07,EMS2026-1-2-5-11-07,1.2.5.11,International EMS,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-01,EMS2026-1-2-5-12-01,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-5-12-02,EMS2026-1-2-5-12-02,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-03,EMS2026-1-2-5-12-03,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-04,EMS2026-1-2-5-12-04,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-05,EMS2026-1-2-5-12-05,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-06,EMS2026-1-2-5-12-06,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-5-12-07,EMS2026-1-2-5-12-07,1.2.5.12,"Airline, cruise ship, and resort medical support",MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-01,EMS2026-1-2-6-01,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-02,EMS2026-1-2-6-02,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-03,EMS2026-1-2-6-03,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-6-04,EMS2026-1-2-6-04,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-05,EMS2026-1-2-6-05,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-06,EMS2026-1-2-6-06,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-07,EMS2026-1-2-6-07,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-08,EMS2026-1-2-6-08,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-09,EMS2026-1-2-6-09,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-10,EMS2026-1-2-6-10,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-6-11,EMS2026-1-2-6-11,1.2.6,Communications Systems,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-01,EMS2026-1-2-7-01,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-02,EMS2026-1-2-7-02,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-2-7-03,EMS2026-1-2-7-03,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-04,EMS2026-1-2-7-04,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-05,EMS2026-1-2-7-05,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-06,EMS2026-1-2-7-06,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-07,EMS2026-1-2-7-07,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-08,EMS2026-1-2-7-08,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-09,EMS2026-1-2-7-09,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-10,EMS2026-1-2-7-10,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-2-7-11,EMS2026-1-2-7-11,1.2.7,Regionalization of Care,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-1-01,EMS2026-1-3-1-1-01,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-1-02,EMS2026-1-3-1-1-02,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-1-03,EMS2026-1-3-1-1-03,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-1-04,EMS2026-1-3-1-1-04,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-1-05,EMS2026-1-3-1-1-05,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-1-06,EMS2026-1-3-1-1-06,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-1-07,EMS2026-1-3-1-1-07,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-1-08,EMS2026-1-3-1-1-08,1.3.1.1,State vs. national,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-01,EMS2026-1-3-1-2-01,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-02,EMS2026-1-3-1-2-02,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-2-03,EMS2026-1-3-1-2-03,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-04,EMS2026-1-3-1-2-04,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-05,EMS2026-1-3-1-2-05,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-06,EMS2026-1-3-1-2-06,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-07,EMS2026-1-3-1-2-07,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-2-08,EMS2026-1-3-1-2-08,1.3.1.2,Levels of EMS clinicians,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-01,EMS2026-1-3-1-3-01,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-02,EMS2026-1-3-1-3-02,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-3-03,EMS2026-1-3-1-3-03,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-04,EMS2026-1-3-1-3-04,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-05,EMS2026-1-3-1-3-05,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-1-3-06,EMS2026-1-3-1-3-06,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-07,EMS2026-1-3-1-3-07,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-1-3-08,EMS2026-1-3-1-3-08,1.3.1.3,Roles and psychomotor skills,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-01,EMS2026-1-3-2-1-01,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-02,EMS2026-1-3-2-1-02,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-2-1-03,EMS2026-1-3-2-1-03,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-04,EMS2026-1-3-2-1-04,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-05,EMS2026-1-3-2-1-05,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-06,EMS2026-1-3-2-1-06,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-07,EMS2026-1-3-2-1-07,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-1-08,EMS2026-1-3-2-1-08,1.3.2.1,Theories of adult learning,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-01,EMS2026-1-3-2-2-01,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-2-2-02,EMS2026-1-3-2-2-02,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-03,EMS2026-1-3-2-2-03,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-04,EMS2026-1-3-2-2-04,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-05,EMS2026-1-3-2-2-05,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-06,EMS2026-1-3-2-2-06,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-07,EMS2026-1-3-2-2-07,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-2-08,EMS2026-1-3-2-2-08,1.3.2.2,Education delivery models,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-3-01,EMS2026-1-3-2-3-01,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-3-02,EMS2026-1-3-2-3-02,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-2-3-03,EMS2026-1-3-2-3-03,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-3-04,EMS2026-1-3-2-3-04,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-3-05,EMS2026-1-3-2-3-05,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-3-06,EMS2026-1-3-2-3-06,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,already_drafted_or_staged_on_website,Present in active live400 tracker after duplicate replacement.
JOB-1-3-2-3-07,EMS2026-1-3-2-3-07,1.3.2.3,National EMS education standards,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-01,EMS2026-1-3-2-4-1-01,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-02,EMS2026-1-3-2-4-1-02,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-03,EMS2026-1-3-2-4-1-03,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-04,EMS2026-1-3-2-4-1-04,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-05,EMS2026-1-3-2-4-1-05,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-06,EMS2026-1-3-2-4-1-06,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-1-07,EMS2026-1-3-2-4-1-07,1.3.2.4.1,Initial education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-01,EMS2026-1-3-2-4-2-01,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-02,EMS2026-1-3-2-4-2-02,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-03,EMS2026-1-3-2-4-2-03,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-04,EMS2026-1-3-2-4-2-04,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-05,EMS2026-1-3-2-4-2-05,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-06,EMS2026-1-3-2-4-2-06,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-4-2-07,EMS2026-1-3-2-4-2-07,1.3.2.4.2,Continuing education,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-5-01,EMS2026-1-3-2-5-01,1.3.2.5,Accreditation of training programs,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-5-02,EMS2026-1-3-2-5-02,1.3.2.5,Accreditation of training programs,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-5-03,EMS2026-1-3-2-5-03,1.3.2.5,Accreditation of training programs,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
JOB-1-3-2-5-04,EMS2026-1-3-2-5-04,1.3.2.5,Accreditation of training programs,MEDICAL OVERSIGHT OF EMS,ready_for_source_extraction,not_yet_generated_or_not_in_current_tracker,
