review_order,question_id,job_id,content_id,title,source_label,candidate_status,status_note
171,EMS2026-2-1-3-4-01,JOB-2-1-3-4-01,2.1.3.4,Blood Product Program Readiness,legacy_locked_priority_superset_100,active_or_staged_candidate,
172,EMS2026-1-4-4-2-03,JOB-1-4-4-2-03,1.4.4.2,Field Activation As Simultaneous Processing,legacy_locked_priority_superset_100,active_or_staged_candidate,
173,EMS2026-4-4-6-1-02,JOB-4-4-6-1-02,4.4.6.1,Tactical Medical Threat Across Mission Phases,legacy_locked_priority_superset_100,active_or_staged_candidate,
174,EMS2026-2-3-10-2-03,JOB-2-3-10-2-03,2.3.10.2,Oxygenation In Septic Shock,paramedic_next_action_50,active_or_staged_candidate,
175,EMS2026-3-2-4-3-02,JOB-3-2-4-3-02,3.2.4.3,Outcome Measure That Matters,legacy_locked_priority_superset_100,active_or_staged_candidate,
176,EMS2026-4-1-4-2-06,JOB-4-1-4-2-06,4.1.4.2,Mutual Aid and Self-Deployment,legacy_locked_priority_superset_100,active_or_staged_candidate,
177,EMS2026-1-3-4-3-03,JOB-1-3-4-3-03,1.3.4.3,Sleepiness Scale Interpretation,legacy_locked_priority_superset_100,active_or_staged_candidate,
178,EMS2026-3-2-3-1-08,JOB-3-2-3-1-08,3.2.3.1,Confidence Interval Interpretation,legacy_locked_priority_superset_100,active_or_staged_candidate,
179,EMS2026-2-1-3-3-3-05,JOB-2-1-3-3-3-05,2.1.3.3.3,Intraosseous Infusion Flow,legacy_locked_priority_superset_100,active_or_staged_candidate,
180,EMS2026-2-3-11-1-3-02,JOB-2-3-11-1-3-02,2.3.11.1.3,Tuberculosis Airborne Precautions,paramedic_next_action_50,active_or_staged_candidate,
181,EMS2026-2-1-1-2-06,JOB-2-1-1-2-06,2.1.1.2,Refractory Arrest Transport Capability,second50_qi_review,active_or_staged_candidate,
182,EMS2026-2-3-13-2-1-02,JOB-2-3-13-2-1-02,2.3.13.2.1,Heat Exhaustion Versus Heat Stroke,second50_qi_review,active_or_staged_candidate,
183,EMS2026-2-1-1-4-04,JOB-2-1-1-4-04,2.1.1.4,TOR Family Acceptability,second50_qi_review,active_or_staged_candidate,
184,EMS2026-2-1-1-6-03,JOB-2-1-1-6-03,2.1.1.6,POLST As Actionable Orders,second50_qi_review,active_or_staged_candidate,
185,EMS2026-2-3-1-2-05,JOB-2-3-1-2-05,2.3.1.2,Capnography For Ventilation Monitoring,second50_qi_review,active_or_staged_candidate,
186,EMS2026-2-3-11-5-4-4-01,JOB-2-3-11-5-4-4-01,2.3.11.5.4.4,Early Infectious-Disease Notification,paramedic_next_action_50,active_or_staged_candidate,
187,EMS2026-2-3-2-6-1-03,JOB-2-3-2-6-1-03,2.3.2.6.1,IABP Transport Precheck,second50_qi_review,active_or_staged_candidate,
188,EMS2026-1-1-1-2-3-06,JOB-1-1-1-2-3-06,1.1.1.2.3,Provider-Initiated Nontransport Oversight,second50_qi_review,active_or_staged_candidate,
189,EMS2026-2-3-7-3-4-02,JOB-2-3-7-3-4-02,2.3.7.3.4,Uterine Atony Recognition,second50_qi_review,active_or_staged_candidate,
190,EMS2026-4-7-6-2-06,JOB-4-7-6-2-06,4.7.6.2,In-Home MIH With Transport Backup,second50_qi_review,active_or_staged_candidate,
191,EMS2026-1-4-4-1-03,JOB-1-4-4-1-03,1.4.4.1,Certified Stroke Center With Operational Lapses,second50_qi_review,active_or_staged_candidate,
192,EMS2026-2-3-12-1-1-02,JOB-2-3-12-1-1-02,2.3.12.1.1,Direct Suicide Risk Questions,paramedic_next_action_50,active_or_staged_candidate,
193,EMS2026-2-2-3-1-01,JOB-2-2-3-1-01,2.2.3.1,Spinal Motion Restriction Indication,second50_qi_review,active_or_staged_candidate,
194,EMS2026-2-3-11-6-2-01,JOB-2-3-11-6-2-01,2.3.11.6.2,Ryan White Infection Control Structure,second50_qi_review,active_or_staged_candidate,
195,EMS2026-1-5-1-10,JOB-1-5-1-10,1.5.1,Patient Condition Language,second50_qi_review,active_or_staged_candidate,
196,EMS2026-2-3-13-3-1-04,JOB-2-3-13-3-1-04,2.3.13.3.1,High-Altitude Cerebral Edema Temporizing Medication,second50_qi_review,active_or_staged_candidate,
197,EMS2026-1-3-7-04,JOB-1-3-7-04,1.3.7,Workforce Equity Intervention Package,second50_qi_review,active_or_staged_candidate,
198,EMS2026-2-3-12-1-3-02,JOB-2-3-12-1-3-02,2.3.12.1.3,Panic Mimic Assessment,paramedic_next_action_50,active_or_staged_candidate,
199,EMS2026-4-6-2-2-04,JOB-4-6-2-2-04,4.6.2.2,Impaled Object During Wilderness Evacuation,second50_qi_review,active_or_staged_candidate,
200,EMS2026-4-4-5-2-03,JOB-4-4-5-2-03,4.4.5.2,Airway Care Without Light,second50_qi_review,active_or_staged_candidate,
201,EMS2026-1-1-1-2-3-01,JOB-1-1-1-2-3-01,1.1.1.2.3,Ambulance Medical Necessity,second50_qi_review,active_or_staged_candidate,
202,EMS2026-1-2-2-4-04,JOB-1-2-2-4-04,1.2.2.4,EMAC Mutual Aid Function,second50_qi_review,active_or_staged_candidate,
203,EMS2026-1-3-6-10,JOB-1-3-6-10,1.3.6,Retention Beyond Pay,second50_qi_review,active_or_staged_candidate,
204,EMS2026-2-3-12-2-03,JOB-2-3-12-2-03,2.3.12.2,Weapon Risk In Suicidal Patient,paramedic_next_action_50,active_or_staged_candidate,
205,EMS2026-1-2-5-4-05,JOB-1-2-5-4-05,1.2.5.4,Wilderness Protocol Difference,second50_qi_review,active_or_staged_candidate,
206,EMS2026-1-1-1-1-1-07,JOB-1-1-1-1-1-07,1.1.1.1.1,Physician Field Care Feedback Loop,second50_qi_review,active_or_staged_candidate,
207,EMS2026-2-1-2-2-6-01,JOB-2-1-2-2-6-01,2.1.2.2.6,Supraglottic Airway System Role,second50_qi_review,active_or_staged_candidate,
208,EMS2026-2-2-5-1-3-04,JOB-2-2-5-1-3-04,2.2.5.1.3,Femoral Shaft Fracture Splint Choice,second50_qi_review,active_or_staged_candidate,
209,EMS2026-2-3-11-6-1-05,JOB-2-3-11-6-1-05,2.3.11.6.1,Tuberculosis Postexposure Testing Window,second50_qi_review,active_or_staged_candidate,
210,EMS2026-2-3-12-3-4-02,JOB-2-3-12-3-4-02,2.3.12.3.4,Agitated Delirium As Medical Emergency,paramedic_next_action_50,active_or_staged_candidate,
211,EMS2026-4-1-5-5-02,JOB-4-1-5-5-02,4.1.5.5,Strategic Caches And Stockpiles,second50_qi_review,active_or_staged_candidate,
212,EMS2026-4-1-7-1-01,JOB-4-1-7-1-01,4.1.7.1,When MCI Triage Is Needed,second50_qi_review,active_or_staged_candidate,
213,EMS2026-1-1-2-3-03,JOB-1-1-2-3-03,1.1.2.3,NAEMSP TOR Protocol Support,second50_qi_review,active_or_staged_candidate,
214,EMS2026-2-1-1-2-02,JOB-2-1-1-2-02,2.1.1.2,Exceptional CPR Transport,second50_qi_review,active_or_staged_candidate,
215,EMS2026-1-5-2-10,JOB-1-5-2-10,1.5.2,Special Event Communications Matrix,second50_qi_review,active_or_staged_candidate,
216,EMS2026-2-3-13-1-1-02,JOB-2-3-13-1-1-02,2.3.13.1.1,Urban Hypothermia Assessment,paramedic_next_action_50,active_or_staged_candidate,
217,EMS2026-2-2-5-1-3-05,JOB-2-2-5-1-3-05,2.2.5.1.3,Femoral Fracture Protocol Update,second50_qi_review,active_or_staged_candidate,
218,EMS2026-4-7-2-06,JOB-4-7-2-06,4.7.2,MIH Heart-Failure Education Need,second50_qi_review,active_or_staged_candidate,
219,EMS2026-1-5-4-04,JOB-1-5-4-04,1.5.4,PSAP Quality Beyond Answer Time,second50_qi_review,active_or_staged_candidate,
220,EMS2026-2-1-2-1-3-04,JOB-2-1-2-1-3-04,2.1.2.1.3,BVM Complication And Cricoid Pressure,second50_qi_review,active_or_staged_candidate,
221,EMS2026-4-7-5-03,JOB-4-7-5-03,4.7.5,MIH Competency Evaluation,second50_qi_review,active_or_staged_candidate,
222,EMS2026-2-3-13-1-3-02,JOB-2-3-13-1-3-02,2.3.13.1.3,Gentle Handling In Moderate Hypothermia,paramedic_next_action_50,active_or_staged_candidate,
223,EMS2026-2-3-8-4-05,JOB-2-3-8-4-05,2.3.8.4,Caustic Ingestion Oral Exam Trap,second50_qi_review,active_or_staged_candidate,
224,EMS2026-1-1-1-2-1-06,JOB-1-1-1-2-1-06,1.1.1.2.1,Protocol Rollout Quality Loop,second50_qi_review,active_or_staged_candidate,
225,EMS2026-3-2-1-5-03,JOB-3-2-1-5-03,3.2.1.5,EFIC Eligibility Boundary,second50_qi_review,active_or_staged_candidate,
226,EMS2026-1-1-2-3-06,JOB-1-1-2-3-06,1.1.2.3,POLST Across Settings,second50_qi_review,active_or_staged_candidate,
227,EMS2026-2-3-2-2-1-02,JOB-2-3-2-2-1-02,2.3.2.2.1,Volume-Overload Heart Failure Pattern,second50_qi_review,active_or_staged_candidate,
228,EMS2026-2-3-13-2-1-03,JOB-2-3-13-2-1-03,2.3.13.2.1,Cool First In Exertional Heat Stroke,paramedic_next_action_50,active_or_staged_candidate,
229,EMS2026-1-1-2-2-09,JOB-1-1-2-2-09,1.1.2.2,Human Trafficking Training Package,second50_qi_review,active_or_staged_candidate,
230,EMS2026-2-3-7-6-01,JOB-2-3-7-6-01,2.3.7.6,Pregnant Trauma Monitoring Destination,second50_qi_review,active_or_staged_candidate,
231,EMS2026-2-2-1-6-01,JOB-2-2-1-6-01,2.2.1.6,Open Pneumothorax Dressing Choice,second50_qi_review,active_or_staged_candidate,
232,EMS2026-3-2-2-08,JOB-3-2-2-08,3.2.2,Cohort Study Direction,second50_qi_review,active_or_staged_candidate,
233,EMS2026-4-1-1-1-03,JOB-4-1-1-1-03,4.1.1.1,ESF 8 Scope,second50_qi_review,active_or_staged_candidate,
234,EMS2026-2-3-13-4-1-03,JOB-2-3-13-4-1-03,2.3.13.4.1,Ventilation Priority In Drowning Arrest,paramedic_next_action_50,active_or_staged_candidate,
235,EMS2026-3-2-4-4-02,JOB-3-2-4-4-02,3.2.4.4,CONSORT For Randomized Trials,second50_qi_review,active_or_staged_candidate,
236,EMS2026-4-7-4-02,JOB-4-7-4-02,4.7.4,MIH Regulation Without Stifling Innovation,second50_qi_review,active_or_staged_candidate,
237,EMS2026-1-2-5-12-01,JOB-1-2-5-12-01,1.2.5.12,In-Flight Chest Pain Coordination,second50_qi_review,active_or_staged_candidate,
238,EMS2026-1-1-1-3-05,JOB-1-1-1-3-05,1.1.1.3,Low-Frequency High-Risk Skill Maintenance,second50_qi_review,active_or_staged_candidate,
239,EMS2026-1-1-1-3-04,JOB-1-1-1-3-04,1.1.1.3,Competency Review Interval,second50_qi_review,active_or_staged_candidate,
240,EMS2026-2-4-5-1-03,JOB-2-4-5-1-03,2.4.5.1,Croup Treatment Without Agitation,paramedic_next_action_50,active_or_staged_candidate,
241,EMS2026-4-1-7-2-2-04,JOB-4-1-7-2-2-04,4.1.7.2.2,Early Redundant Tracking For Family Reunification,uncovered50_v3_source_hardened,active_or_staged_candidate,
242,EMS2026-1-2-4-1-05,JOB-1-2-4-1-05,1.2.4.1,Vehicle Capability Versus Ambulance Count,uncovered50_v3_source_hardened,active_or_staged_candidate,
243,EMS2026-3-1-2-4-05,JOB-3-1-2-4-05,3.1.2.4,Just Culture Versus Disciplinary Contamination,uncovered50_v3_source_hardened,active_or_staged_candidate,
244,EMS2026-4-1-6-4-04,JOB-4-1-6-4-04,4.1.6.4,Regional Resource Request Spillover,uncovered50_v3_source_hardened,active_or_staged_candidate,
245,EMS2026-1-4-4-4-04,JOB-1-4-4-4-04,1.4.4.4,Diversion Policy With Regional Harm Signal,uncovered50_v3_source_hardened,active_or_staged_candidate,
246,EMS2026-2-4-5-4-03,JOB-2-4-5-4-03,2.4.5.4,Concerning Pediatric Refusal,paramedic_next_action_50,active_or_staged_candidate,
247,EMS2026-1-1-1-1-2-05,JOB-1-1-1-1-2-05,1.1.1.1.2,Online Orders Within A Written Exception Pathway,uncovered50_v3_source_hardened,active_or_staged_candidate,
248,EMS2026-2-3-11-5-2-02,JOB-2-3-11-5-2-02,2.3.11.5.2,Task-Based Personal Protective Equipment,uncovered50_v3_source_hardened,active_or_staged_candidate,
249,EMS2026-3-1-3-1-2-05,JOB-3-1-3-1-2-05,3.1.3.1.2,Control Chart Versus Run Chart After Intervention,uncovered50_v3_source_hardened,active_or_staged_candidate,
250,EMS2026-1-2-2-3-05,JOB-1-2-2-3-05,1.2.2.3,Determinants That Matter Only If Response Changes,uncovered50_v3_source_hardened,active_or_staged_candidate,
251,EMS2026-4-1-2-1-05,JOB-4-1-2-1-05,4.1.2.1,NIMS Component Behind The Information Failure,uncovered50_v3_source_hardened,active_or_staged_candidate,
252,EMS2026-2-4-5-7-03,JOB-2-4-5-7-03,2.4.5.7,Safe Pediatric Ambulance Restraint,paramedic_next_action_50,active_or_staged_candidate,
253,EMS2026-2-2-2-1-05,JOB-2-2-2-1-05,2.2.2.1,Finger Thoracostomy Program Boundaries,uncovered50_v3_source_hardened,active_or_staged_candidate,
254,EMS2026-2-3-12-1-2-04,JOB-2-3-12-1-2-04,2.3.12.1.2,Psychosis De-Escalation With Safety Boundary,uncovered50_v3_source_hardened,active_or_staged_candidate,
255,EMS2026-2-3-5-4-01,JOB-2-3-5-4-01,2.3.5.4,Insulin Pump And Route-Specific Hypoglycemia Care,uncovered50_v3_source_hardened,active_or_staged_candidate,
256,EMS2026-2-2-3-2-04,JOB-2-2-3-2-04,2.2.3.2,Active Extrication Boundary For Spinal Motion Devices,uncovered50_v3_source_hardened,active_or_staged_candidate,
257,EMS2026-1-1-2-6-05,JOB-1-1-2-6-05,1.1.2.6,Due Process Thresholds After Practice Restriction,uncovered50_v3_source_hardened,active_or_staged_candidate,
258,EMS2026-2-4-6-1-03,JOB-2-4-6-1-03,2.4.6.1,Geriatric Head Injury Undertriage,paramedic_next_action_50,active_or_staged_candidate,
259,EMS2026-1-1-1-1-3-04,JOB-1-1-1-1-3-04,1.1.1.1.3,Physician Field Supervision Without Role Confusion,uncovered50_v3_source_hardened,active_or_staged_candidate,
260,EMS2026-4-1-6-1-04,JOB-4-1-6-1-04,4.1.6.1,Likelihood Of Benefit In Scarce Antidote Allocation,uncovered50_v3_source_hardened,active_or_staged_candidate,
261,EMS2026-2-1-2-6-02,JOB-2-1-2-6-02,2.1.2.6,Controlled Pressure For Post-Tonsillectomy Bleeding,uncovered50_v3_source_hardened,active_or_staged_candidate,
262,EMS2026-4-1-5-3-04,JOB-4-1-5-3-04,4.1.5.3,NGO Mass-Care Role Versus Medical Assets,uncovered50_v3_source_hardened,active_or_staged_candidate,
263,EMS2026-2-3-7-1-5-01,JOB-2-3-7-1-5-01,2.3.7.1.5,First-Trimester Bleeding With Shock,uncovered50_v3_source_hardened,active_or_staged_candidate,
264,EMS2026-2-4-6-3-04,JOB-2-4-6-3-04,2.4.6.3,Acute Delirium In Dementia,paramedic_next_action_50,active_or_staged_candidate,
265,EMS2026-3-1-3-1-1-05,JOB-3-1-3-1-1-05,3.1.3.1.1,Driver Diagram Parts After Fishbone Work,uncovered50_v3_source_hardened,active_or_staged_candidate,
266,EMS2026-1-4-7-07,JOB-1-4-7-07,1.4.7,Choosing The MIH Model For Senior Housing,uncovered50_v3_source_hardened,active_or_staged_candidate,
267,EMS2026-1-1-1-4-07,JOB-1-1-1-4-07,1.1.1.4,Medical Director Role Boundary And Authority,uncovered50_v3_source_hardened,active_or_staged_candidate,
268,EMS2026-2-1-2-5-03,JOB-2-1-2-5-03,2.1.2.5,Ventilating A Tracheostomy Patient From Above,uncovered50_v3_source_hardened,active_or_staged_candidate,
269,EMS2026-1-1-1-1-4-04,JOB-1-1-1-1-4-04,1.1.1.1.4,Telemedicine For A High-Risk Refusal,uncovered50_v3_source_hardened,active_or_staged_candidate,
270,EMS2026-2-4-7-2-02,JOB-2-4-7-2-02,2.4.7.2,Bariatric Respiratory Positioning,paramedic_next_action_50,active_or_staged_candidate,
271,EMS2026-2-2-1-4-1-03,JOB-2-2-1-4-1-03,2.2.1.4.1,Motorcycle Mechanism At The Triage Margin,uncovered50_v3_source_hardened,active_or_staged_candidate,
272,EMS2026-2-1-2-2-5-04,JOB-2-1-2-2-5-04,2.1.2.2.5,Sedation-Only Intubation Proposal,uncovered50_v3_source_hardened,active_or_staged_candidate,
273,EMS2026-1-2-1-07,JOB-1-2-1-07,1.2.1,All-Caller Interrogation Before Chief-Complaint Script,uncovered50_v3_source_hardened,active_or_staged_candidate,
274,EMS2026-3-1-4-3-05,JOB-3-1-4-3-05,3.1.4.3,Outcome Linkage Versus Event Metrics,uncovered50_v3_source_hardened,active_or_staged_candidate,
275,EMS2026-1-2-3-07,JOB-1-2-3-07,1.2.3,Lights-And-Siren Reassessment With Wake-Effect Risk,uncovered50_v3_source_hardened,active_or_staged_candidate,
276,EMS2026-2-4-8-1-03,JOB-2-4-8-1-03,2.4.8.1,Hospice Dyspnea Goals Of Care,paramedic_next_action_50,active_or_staged_candidate,
277,EMS2026-2-1-1-3-04,JOB-2-1-1-3-04,2.1.1.3,Post-ROSC Cold Saline Trap,uncovered50_v3_source_hardened,active_or_staged_candidate,
278,EMS2026-1-2-2-2-05,JOB-1-2-2-2-05,1.2.2.2,"Same Dispatch Code, Different Local Response",uncovered50_v3_source_hardened,active_or_staged_candidate,
279,EMS2026-1-1-2-4-1-05,JOB-1-1-2-4-1-05,1.1.2.4.1,Meaningful Online Oversight For Refusal,uncovered50_v3_source_hardened,active_or_staged_candidate,
280,EMS2026-2-1-2-1-2-04,JOB-2-1-2-1-2-04,2.1.2.1.2,Oxygen Saturation Is Not Ventilation,uncovered50_v3_source_hardened,active_or_staged_candidate,
281,EMS2026-2-1-2-2-2-04,JOB-2-1-2-2-2-04,2.1.2.2.2,Airway Quality Measures Beyond Success,uncovered50_v3_source_hardened,active_or_staged_candidate,
282,EMS2026-2-4-9-2-02,JOB-2-4-9-2-02,2.4.9.2,Caregiver Input For Home Ventilator Alarm,paramedic_next_action_50,active_or_staged_candidate,
283,EMS2026-1-2-2-1-05,JOB-1-2-2-1-05,1.2.2.1,Agonal Breathing As A Dispatch Failure Mode,uncovered50_v3_source_hardened,active_or_staged_candidate,
284,EMS2026-2-4-4-1-06,JOB-2-4-4-1-06,2.4.4.1,Fixed-Wing Motion And Fracture Pain,uncovered50_v3_source_hardened,active_or_staged_candidate,
285,EMS2026-4-1-5-2-04,JOB-4-1-5-2-04,4.1.5.2,Title 32 Civil Support Team Command Status,uncovered50_v3_source_hardened,active_or_staged_candidate,
286,EMS2026-4-1-7-3-1-04,JOB-4-1-7-3-1-04,4.1.7.3.1,Nontraditional Transport For Walking Wounded,uncovered50_v3_source_hardened,active_or_staged_candidate,
287,EMS2026-2-3-4-1-07,JOB-2-3-4-1-07,2.3.4.1,Antithrombotic Detail In Bleeding Handoff,uncovered50_v3_source_hardened,active_or_staged_candidate,
288,EMS2026-2-4-9-3-02,JOB-2-4-9-3-02,2.4.9.3,Bystander History During Ongoing Care,paramedic_next_action_50,active_or_staged_candidate,
289,EMS2026-2-3-4-2-02,JOB-2-3-4-2-02,2.3.4.2,Jejunal Feeding Port Implication,uncovered50_v3_source_hardened,active_or_staged_candidate,
290,EMS2026-2-1-1-1-04,JOB-2-1-1-1-04,2.1.1.1,Compression Pauses On Defibrillator Review,uncovered50_v3_source_hardened,active_or_staged_candidate,
291,EMS2026-3-1-4-2-05,JOB-3-1-4-2-05,3.1.4.2,ePCR Architecture And Workflow Burden,uncovered50_v3_source_hardened,active_or_staged_candidate,
292,EMS2026-2-1-2-3-04,JOB-2-1-2-3-04,2.1.2.3,Low-Light Airway Failure As Readiness Failure,uncovered50_v3_source_hardened,active_or_staged_candidate,
293,EMS2026-4-1-5-1-04,JOB-4-1-5-1-04,4.1.5.1,NDMS Patient Movement Through A Federal Coordinating Center,uncovered50_v3_source_hardened,active_or_staged_candidate,
294,EMS2026-2-3-9-5-02,JOB-2-3-9-5-02,2.3.9.5,Blast Scene Secondary-Device Safety,paramedic_next_action_50,active_or_staged_candidate,
295,EMS2026-1-4-3-1-05,JOB-1-4-3-1-05,1.4.3.1,BLS Oversight When State Authority Is Silent,uncovered50_v3_source_hardened,active_or_staged_candidate,
296,EMS2026-4-1-6-5-04,JOB-4-1-6-5-04,4.1.6.5,Alternate Care Facility Authority And Credentialing,uncovered50_v3_source_hardened,active_or_staged_candidate,
297,EMS2026-4-1-5-4-04,JOB-4-1-5-4-04,4.1.5.4,MRC Integration Versus Walk-In Volunteers,uncovered50_v3_source_hardened,active_or_staged_candidate,
298,EMS2026-2-1-1-5-04,JOB-2-1-1-5-04,2.1.1.5,Mechanical CPR At A Staffed Arrest,uncovered50_v3_source_hardened,active_or_staged_candidate,
299,EMS2026-2-1-2-2-7-04,JOB-2-1-2-2-7-04,2.1.2.2.7,Maintaining Nasotracheal Intubation In Scope,uncovered50_v3_source_hardened,active_or_staged_candidate,
300,EMS2026-2-3-11-3-4-02,JOB-2-3-11-3-4-02,2.3.11.3.4,Suspected MPox Source Control,paramedic_next_action_50,active_or_staged_candidate,
301,EMS2026-1-2-4-4-02,JOB-1-2-4-4-02,1.2.4.4,Monitor Procurement Lifecycle Assessment,primary_doctrine_uncovered100,active_or_staged_candidate,
302,EMS2026-1-3-2-3-02,JOB-1-3-2-3-02,1.3.2.3,National EMS Core Content Versus Related National Documents,primary_doctrine_uncovered100,active_or_staged_candidate,
303,EMS2026-4-4-6-4-01,JOB-4-4-6-4-01,4.4.6.4,Nerve-Agent Care Under Fire,primary_doctrine_uncovered100,active_or_staged_candidate,
304,EMS2026-2-3-13-1-2-01,JOB-2-3-13-1-2-01,2.3.13.1.2,Trench Foot Versus Frostbite,primary_doctrine_uncovered100,active_or_staged_candidate,
305,EMS2026-2-3-11-3-3-01,JOB-2-3-11-3-3-01,2.3.11.3.3,Pneumonic Plague Recognition,primary_doctrine_uncovered100,active_or_staged_candidate,
306,EMS2026-3-2-1-4-1-01,JOB-3-2-1-4-1-01,3.2.1.4.1,Exception From Informed Consent Community Consultation Timing,primary_doctrine_uncovered100,active_or_staged_candidate,
307,EMS2026-2-3-11-3-4-01,JOB-2-3-11-3-4-01,2.3.11.3.4,Mpox Lesion Suspicion,primary_doctrine_uncovered100,active_or_staged_candidate,
308,EMS2026-1-2-5-9-2-02,JOB-1-2-5-9-2-02,1.2.5.9.2,Fixed-Wing Interfacility Evacuation,primary_doctrine_uncovered100,active_or_staged_candidate,
309,EMS2026-4-1-8-3-01,JOB-4-1-8-3-01,4.1.8.3,Delayed Cluster After Event,primary_doctrine_uncovered100,active_or_staged_candidate,
310,EMS2026-4-5-7-02,JOB-4-5-7-02,4.5.7,US&R Medical Team Manager Responsibilities,primary_doctrine_uncovered100,active_or_staged_candidate,
311,EMS2026-2-1-1-6-01,JOB-2-1-1-6-01,2.1.1.6,Withholding Resuscitation With Two Independent Grounds,primary_doctrine_uncovered100,active_or_staged_candidate,
312,EMS2026-4-1-6-1-05,JOB-4-1-6-1-05,4.1.6.1,Resource Allocation Across Jurisdictions,primary_doctrine_uncovered100,active_or_staged_candidate,
313,EMS2026-2-4-7-1-01,JOB-2-4-7-1-01,2.4.7.1,Bariatric Blood Pressure Miscuffing,primary_doctrine_uncovered100,active_or_staged_candidate,
314,EMS2026-2-1-2-2-3-05,JOB-2-1-2-2-3-05,2.1.2.2.3,Airway Dashboard Attempt Definitions,primary_doctrine_uncovered100,active_or_staged_candidate,
315,EMS2026-2-1-2-1-2-03,JOB-2-1-2-1-2-03,2.1.2.1.2,Airway Adjunct During Bag-Mask Ventilation,primary_doctrine_uncovered100,active_or_staged_candidate,
316,EMS2026-2-2-7-2-02,JOB-2-2-7-2-02,2.2.7.2,Concussion Symptom Pattern,primary_doctrine_uncovered100,active_or_staged_candidate,
317,EMS2026-1-2-5-7-02,JOB-1-2-5-7-02,1.2.5.7,Military Medic Transition To Civilian EMS,primary_doctrine_uncovered100,active_or_staged_candidate,
318,EMS2026-4-6-2-1-03,JOB-4-6-2-1-03,4.6.2.1,Longer Wilderness Resuscitation Exceptions,primary_doctrine_uncovered100,active_or_staged_candidate,
319,EMS2026-2-4-4-1-04,JOB-2-4-4-1-04,2.4.4.1,Air Transport Cuff Pressure,primary_doctrine_uncovered100,active_or_staged_candidate,
320,EMS2026-1-2-5-11-02,JOB-1-2-5-11-02,1.2.5.11,Physician-Staffed International EMS Model,primary_doctrine_uncovered100,active_or_staged_candidate,
321,EMS2026-4-1-3-1-02,JOB-4-1-3-1-02,4.1.3.1,Incident Command Logistics Section,primary_doctrine_uncovered100,active_or_staged_candidate,
322,EMS2026-2-3-11-2-02,JOB-2-3-11-2-02,2.3.11.2,MDRO Transport Precaution Category,primary_doctrine_uncovered100,active_or_staged_candidate,
323,EMS2026-2-3-7-1-4-01,JOB-2-3-7-1-4-01,2.3.7.1.4,Placenta Previa Versus Abruption,primary_doctrine_uncovered100,active_or_staged_candidate,
324,EMS2026-2-4-9-6-04,JOB-2-4-9-6-04,2.4.9.6,Housing Instability Program Metrics,primary_doctrine_uncovered100,active_or_staged_candidate,
325,EMS2026-3-1-5-1-02,JOB-3-1-5-1-02,3.1.5.1,Reproducible Systematic Review,primary_doctrine_uncovered100,active_or_staged_candidate,
326,EMS2026-2-1-1-5-02,JOB-2-1-1-5-02,2.1.1.5,Mechanical CPR Deployment Decision,primary_doctrine_uncovered100,active_or_staged_candidate,
327,EMS2026-2-4-7-1-03,JOB-2-4-7-1-03,2.4.7.1,Bariatric-Specific Access Equipment Sizing,primary_doctrine_uncovered100,active_or_staged_candidate,
328,EMS2026-4-1-8-6-3-04,JOB-4-1-8-6-3-04,4.1.8.6.3,USAR Hazard Control Plus Crush Risk,primary_doctrine_uncovered100,active_or_staged_candidate,
329,EMS2026-3-2-4-2-02,JOB-3-2-4-2-02,3.2.4.2,Case Series Causal Inference,primary_doctrine_uncovered100,active_or_staged_candidate,
330,EMS2026-1-3-2-3-06,JOB-1-3-2-3-06,1.3.2.3,Medical Director Education Approval Standard,primary_doctrine_uncovered100,active_or_staged_candidate,
331,EMS2026-2-3-2-6-2-03,JOB-2-3-2-6-2-03,2.3.2.6.2,Low-Flow Ventricular Assist Device Alarm,primary_doctrine_uncovered100,active_or_staged_candidate,
332,EMS2026-1-2-5-9-1-02,JOB-1-2-5-9-1-02,1.2.5.9.1,Rotor-Wing Transport Utilization Decision,primary_doctrine_uncovered100,active_or_staged_candidate,
333,EMS2026-4-1-6-2-02,JOB-4-1-6-2-02,4.1.6.2,NIMS Credentialing Deployment Authorization,primary_doctrine_uncovered100,active_or_staged_candidate,
334,EMS2026-2-3-11-1-2-01,JOB-2-3-11-1-2-01,2.3.11.1.2,Droplet Precaution Boundary,primary_doctrine_uncovered100,active_or_staged_candidate,
335,EMS2026-2-2-4-1-02,JOB-2-2-4-1-02,2.2.4.1,Burn Eschar Monitoring,primary_doctrine_uncovered100,active_or_staged_candidate,
336,EMS2026-2-3-8-2-2-04,JOB-2-3-8-2-2-04,2.3.8.2.2,Cyanide Gas Decontamination,primary_doctrine_uncovered100,active_or_staged_candidate,
337,EMS2026-1-2-4-3-06,JOB-1-2-4-3-06,1.2.4.3,Public Utility Model Distinguishing Feature,primary_doctrine_uncovered100,active_or_staged_candidate,
338,EMS2026-3-2-3-1-02,JOB-3-2-3-1-02,3.2.3.1,Alternative Hypothesis,primary_doctrine_uncovered100,active_or_staged_candidate,
339,EMS2026-2-1-2-2-1-05,JOB-2-1-2-2-1-05,2.1.2.2.1,Handoff After Supraglottic Airway Placement,primary_doctrine_uncovered100,active_or_staged_candidate,
340,EMS2026-2-2-8-2-02,JOB-2-2-8-2-02,2.2.8.2,Crush Syndrome Risk Estimation,primary_doctrine_uncovered100,active_or_staged_candidate,
